[MSI]
Submission Title	DEDJTR-FAANG-Chamberlain-Cattle-160421
Submission Identifier	GSB-537
Submission Description	Tissue samples from 2 lactating holstein cows and their foetus'
Submission Version	1.2
Submission Reference Layer	false
Submission Release Date	2016/08/18
Submission Update Date	2016/08/18
Organization Name	DEDJTR	
Organization Address	Agribiosciences Building, 5 Ring Rd Bundoora 3083, Victoria, Australia	
Organization URI	http://economicdevelopment.vic.gov.au/	
Organization Email		
Organization Role	institution	
Person Last Name	Chamberlain	
Person Initials	J	
Person First Name	Amanda	
Person Email	amanda.chamberlain@ecodev.vic.gov.au	
Person Role	submitter	
Term Source Name	OBI	NCBI Taxonomy	EFO	LBO	PATO	ATOL	UBERON	CL	
Term Source URI	https://www.ebi.ac.uk/ols/ontologies/obi	http://www.ncbi.nlm.nih.gov/taxonomy/	http://www.ebi.ac.uk/efo/	https://www.ebi.ac.uk/ols/ontologies/lbo	https://www.ebi.ac.uk/ols/ontologies/pate	http://opendata.inra.fr/ATOL/	https://www.ebi.ac.uk/ols/ontologies/uberon	http://purl.obolibrary.org/obo/	
Term Source Version									

[SCD]
Sample Name	Sample Accession	Sample Description	Characteristic[project]	Material	Term Source REF	Term Source ID	Characteristic[availability]	Derived From	Characteristic[organism part]	Term Source REF	Term Source ID	Characteristic[specimen collection protocol]	Characteristic[specimen collection date]	Unit	Characteristic[animal age at collection]	Unit	Characteristic[developmental stage]	Term Source REF	Term Source ID	Characteristic[health status at collection]	Term Source REF	Term Source ID	Characteristic[fasted status]	Characteristic[number of pieces]	Unit	Characteristic[specimen volume]	Unit	Characteristic[specimen size]	Unit	Characteristic[specimen weight]	Characteristic[specimen picture url]	Characteristic[gestational age at sample collection]	Unit	Characteristic[markers]	Characteristic[purification protocol]	Characteristic[cell type]	Term Source REF	Term Source ID	Characteristic[cell type]	Term Source REF	Term Source ID	Organism	Term Source REF	Term Source ID	Child Of	Sex	Term Source REF	Term Source ID	Characteristic[breed]	Term Source REF	Term Source ID	Characteristic[health status]	Term Source REF	Term Source ID	Characteristic[birth date]	Unit	Characteristic[birth location]	Characteristic[birth location latitude]	Characteristic[birth location longitude]	Characteristic[birth weight]	Characteristic[placental weight]	Characteristic[pregnancy length]	Unit	Characteristic[pedigree]	Characteristic[lactation duration]	Unit	Term Source REF	Term Source ID	Characteristic[parturition trait]	Term Source REF	Term Source ID	Group Name	Group Accession	
BTA-DEDJTR-6819-AGC	SAMEA4447835	adrenal cortex, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	adrenal cortex	UBERON	UBERON_0001235	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-AGM	SAMEA4447827	adrenal medulla, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	adrenal medulla	UBERON	UBERON_0001236	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-BC	SAMEA4447831	cerebellum, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	cerebellum	UBERON	UBERON_0002037	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-blood	SAMEA4447781	blood, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	blood	UBERON	UBERON_0000178	https://tools.thermofisher.com/content/sfs/manuals/1928MD.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	2	count	10	milliliters	not provided		not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Bone	SAMEA4447758	bone marrow, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	bone marrow	UBERON	UBERON_0002371	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Fsub	SAMEA4447777	subcutaneous adipose tissue, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	subcutaneous adipose tissue	UBERON	UBERON_0002190	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Heart	SAMEA4447809	heart, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	heart	UBERON	UBERON_0000948	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-KidCor	SAMEA4447797	cortex of kidney, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	cortex of kidney	UBERON	UBERON_0001225	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Kidney	SAMEA4447765	renal medulla, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	renal medulla	UBERON	UBERON_0000362	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Leg	SAMEA4447788	semimembranosus muscle, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	semimembranosus muscle	UBERON	UBERON_0001381	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Liver	SAMEA4447814	liver, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	liver	UBERON	UBERON_0002107	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-LNInt	SAMEA4447815	lymph node, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	lymph node	UBERON	UBERON_0000029	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-LNMed	SAMEA4447824	mediastinal lymph node, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	mediastinal lymph node	UBERON	UBERON_0002524	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Lobe	SAMEA4447833	brain caudal lobe, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	brain	UBERON	UBERON_0000955	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Loin	SAMEA4447816	longissimus thoracis muscle, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	longissimus thoracis muscle	UBERON	UBERON_0001401	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Lung	SAMEA4447767	lung, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	lung	UBERON	UBERON_0002048	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-MG	SAMEA4447762	mammary gland, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	mammary gland	UBERON	UBERON_0001911	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Milk	SAMEA4447794	milk, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	milk	UBERON	UBERON_0001913	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/assays/DEDJTR_SOP_SamplingMilkForRNA_20160301.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	100	milliliters	not provided		not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-MilkCells	SAMEA4447785	milk cells, BTA-DEDJTR-6819	FAANG	cell specimen	OBI	OBI_0001468	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447794																										not provided	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/assays/DEDJTR_SOP_SamplingMilkForRNA_20160301.pdf	leukocyte	CL	CL_0000738	mammary gland epithelial cell	CL	CL_0002327																															Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Msub	SAMEA4447780	latissimus dorsi muscle, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	latissimus dorsi muscle	UBERON	UBERON_0001112	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Omental	SAMEA4447768	omental fat pad, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	omental fat pad	UBERON	UBERON_0010414	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Ovary	SAMEA4447796	ovary, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	female gonad	UBERON	UBERON_0000992	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Pancreas	SAMEA4447810	pancreas, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	pancreas	UBERON	UBERON_0001264	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Pituitary	SAMEA4447834	pituitary gland, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	pituitary gland	UBERON	UBERON_0000007	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Placenta	SAMEA4447800	placenta, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	placenta	UBERON	UBERON_0001987	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Rib	SAMEA4447837	intercostal muscle, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	intercostal muscle	UBERON	UBERON_0001111	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Sblack	SAMEA4447822	black integument, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	skin of body	UBERON	UBERON_0002097	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Spleen	SAMEA4447806	spleen, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	spleen	UBERON	UBERON_0002106	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Stem	SAMEA4447812	brainstem, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	brainstem	UBERON	UBERON_0002298	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Swhite	SAMEA4447804	white integument, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	skin of body	UBERON	UBERON_0002097	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Thymus	SAMEA4447818	thymus, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	thymus	UBERON	UBERON_0002370	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Thyroid	SAMEA4447791	thyroid gland, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	thyroid gland	UBERON	UBERON_0002046	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-Tongue	SAMEA4447778	tongue, BTA-DEDJTR-6819	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447799	tongue	UBERON	UBERON_0001723	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	8	year	adult	EFO	EFO_0001272	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	16	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819-WBC	SAMEA4447838	white blood cells, BTA-DEDJTR-6819	FAANG	cell specimen	OBI	OBI_0001468	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447795																										CD45+	https://tools.thermofisher.com/content/sfs/manuals/1928MD.pdf	leukocyte	CL	CL_0000738																																		Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819F-FoeBrain	SAMEA4447779	foetal brain, BTA-DEDJTR-6819F	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447832	brain	UBERON	UBERON_0000955	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	16	week	late embryonic stage	EFO	UBERON_0007220	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	0	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819F-FoeHeart	SAMEA4447805	foetal heart, BTA-DEDJTR-6819F	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447832	heart	UBERON	UBERON_0000948	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	16	week	late embryonic stage	EFO	UBERON_0007220	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	0	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819F-FoeKidney	SAMEA4447789	foetal kidney, BTA-DEDJTR-6819F	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447832	kidney	UBERON	UBERON_0002113	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	16	week	late embryonic stage	EFO	UBERON_0007220	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	0	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819F-FoeLeg	SAMEA4447761	foetal semimembranosus muscle, BTA-DEDJTR-6819F	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447832	semimembranosus muscle	UBERON	UBERON_0001381	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	16	week	late embryonic stage	EFO	UBERON_0007220	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	0	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819F-FoeLiver	SAMEA4447823	foetal liver, BTA-DEDJTR-6819F	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447832	liver	UBERON	UBERON_0002107	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	16	week	late embryonic stage	EFO	UBERON_0007220	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	0	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-6819F-FoeLung	SAMEA4447775	foetal lung, BTA-DEDJTR-6819F	FAANG	specimen from organism	OBI	OBI_0001479	mailto:amanda.chamberlain@ecodev.vic.gov.au	SAMEA4447832	lung	UBERON	UBERON_0002048	ftp://ftp.faang.ebi.ac.uk/ftp/protocols/samples/DEDJTR_SOP_CryofreezingTissue_20160317.pdf	2015-02-16	YYYY-MM-DD	16	week	late embryonic stage	EFO	UBERON_0007220	normal	PATO	PATO_0000461	fed	4	count	not provided		1	square centimeters	not provided	not provided	0	week																																							Submission GSB-537	SAMEG315291	
BTA-DEDJTR-BBM2181	SAMEA4447825	Lactating pregnant holstein female	FAANG	organism	OBI	OBI_0100026	mailto:amanda.chamberlain@ecodev.vic.gov.au																																			Bos taurus	NCBI Taxonomy	9913	not provided	female	PATO	PATO_0000383	Holstein	LBO	LBO_0000132	normal	PATO	PATO_0000461	2006-08-26	YYYY-MM-DD	not provided	not provided	not provided	not provided	not provided	16	week	not provided	208	day	ATOL	ATOL_0001682	5th parity	ATOL	ATOL_0000443	Submission GSB-537	SAMEG315291	
BTA-DEDJTR-BBM2181F	SAMEA4447839	holstein foetus, 16 weeks gestation, male	FAANG	organism	OBI	OBI_0100026	mailto:amanda.chamberlain@ecodev.vic.gov.au																																			Bos taurus	NCBI Taxonomy	9913	SAMEA4447825	male	PATO	PATO_0000384	Holstein	LBO	LBO_0000132	normal	PATO	PATO_0000461										not provided	not provided				not provided			Submission GSB-537	SAMEG315291	
BTA-DEDJTR-BBM6819	SAMEA4447799	Lactating pregnant holstein female	FAANG	organism	OBI	OBI_0100026	mailto:amanda.chamberlain@ecodev.vic.gov.au																																			Bos taurus	NCBI Taxonomy	9913	not provided	female	PATO	PATO_0000383	Holstein	LBO	LBO_0000132	normal	PATO	PATO_0000461	2006-07-24	YYYY-MM-DD	not provided	not provided	not provided	not provided	not provided	16	week	not provided	173	day	ATOL	ATOL_0001682	7th parity	ATOL	ATOL_0000443	Submission GSB-537	SAMEG315291	
BTA-DEDJTR-BBM6819F	SAMEA4447832	holstein foetus , 16 weeks gestation, female	FAANG	organism	OBI	OBI_0100026	mailto:amanda.chamberlain@ecodev.vic.gov.au																																			Bos taurus	NCBI Taxonomy	9913	SAMEA4447799	female	PATO	PATO_0000383	Holstein	LBO	LBO_0000132	normal	PATO	PATO_0000461										not provided	not provided				not provided			Submission GSB-537	SAMEG315291	
